2025/06/30 09:39:17 Loading cert from /workdir/cert.pem
2025/06/30 09:39:17 Loading key from /workdir/key.pem
2025/06/30 09:39:17 Opened archive /workdir/archive.wprgo
2025/06/30 09:39:17 Loading script from deterministic.js
2025/06/30 09:39:17 Use Ctrl-C to exit.
2025/06/30 09:39:17 Starting server on http://127.0.0.1:8080
2025/06/30 09:39:17 Starting server on https://127.0.0.1:8081
2025/06/30 09:39:56 ServeHTTP(http://clients2.google.com/time/1/current?cup2key=9:lJ2m_BoBrarjF1HVmwofBvFoCyvMQ2Oms_JllTnayj0&cup2hreq=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855): serving 200, 106 bytes
2025/06/30 09:39:59 ServeHTTP(https://tma.ifip.org/wp-content/themes/spacious/js/spacious-custom.js?ver=6.8.1): serving 200, 1020 bytes
2025/06/30 09:39:59 ServeHTTP(https://tma.ifip.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1): serving 200, 4872 bytes
2025/06/30 09:39:59 ServeHTTP(https://tma.ifip.org/wp-content/uploads/2017/10/cropped-tma-conference-logo.png): serving 200, 131223 bytes
2025/06/30 09:39:59 ServeHTTP(https://tma.ifip.org/wp-content/themes/spacious/js/navigation.js?ver=6.8.1): serving 200, 2648 bytes
2025/06/30 09:39:59 ServeHTTP(https://tma.ifip.org/wp-content/themes/spacious/js/skip-link-focus-fix.js?ver=6.8.1): serving 200, 425 bytes
2025/06/30 09:39:59 ServeHTTP(https://tma.ifip.org/wp-content/themes/spacious/assets/fonts/Lato-Regular.woff): serving 200, 37580 bytes
2025/06/30 09:39:59 ServeHTTP(https://tma.ifip.org/wp-content/themes/spacious/assets/fonts/Lato-Bold.woff): serving 200, 36784 bytes
2025/06/30 09:39:59 ServeHTTP(https://tma.ifip.org/wp-includes/js/wp-emoji-release.min.js?ver=6.8.1): serving 200, 5166 bytes
2025/06/30 09:39:59 ServeHTTP(https://tma.ifip.org/favicon.ico): serving 302, 0 bytes
2025/06/30 09:39:59 ServeHTTP(https://tma.ifip.org/wp-includes/images/w-logo-blue-white-bg.png): serving 200, 4119 bytes
2025/06/30 09:40:29 ServeHTTP(http://clients2.google.com/time/1/current?cup2key=9:Eg_s7o0hi_yxevDbHL-sdopn_ox5mpTCIJJXue4Vi7w&cup2hreq=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855): serving 200, 105 bytes
2025/06/30 09:40:32 ServeHTTP(https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard): serving 200, 43 bytes
2025/06/30 09:40:33 ScriptInjector(https://tma.ifip.org/2025/program/): succesfully injected
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/program/): serving 200, 16695 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/v4-shims.min.css?ver=4.7.0): serving 200, 4113 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/solid.min.css?ver=6.2.4): serving 200, 325 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/regular.min.css?ver=6.2.4): serving 200, 326 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/brands.min.css?ver=6.2.4): serving 200, 4833 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-includes/css/dist/block-library/style.min.css?ver=6.8.1): serving 200, 15323 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/all.min.css?ver=6.2.4): serving 200, 29808 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/style.css?ver=6.8.1): serving 200, 13486 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-includes/js/jquery/jquery.min.js?ver=3.7.1): serving 200, 30368 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/css/font-awesome.min.css?ver=4.7.1): serving 200, 23431 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/genericons/genericons.css?ver=3.3.1): serving 200, 16468 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/js/spacious-custom.js?ver=6.8.1): serving 200, 1020 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/js/navigation.js?ver=6.8.1): serving 200, 2648 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1): serving 200, 4872 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/02/cropped-tma-banner-with-support-logos.png): serving 200, 860487 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/js/skip-link-focus-fix.js?ver=6.8.1): serving 200, 425 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2018/wp-content/uploads/sites/3/2018/06/pdf.gif): serving 200, 203 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/assets/fonts/Lato-Regular.woff): serving 200, 37580 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/assets/fonts/Lato-Bold.woff): serving 200, 36784 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2019/09/ieee_mb_blue-300x87.gif): serving 200, 2263 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/assets/fonts/Lato-BoldItalic.woff): serving 200, 39412 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2019/09/ieee-comsoc-300x116.png): serving 200, 18011 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/02/IFIP_TC6.png): serving 200, 24460 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2024/wp-content/uploads/sites/13/2019/09/logoIFIP-150x150.gif): serving 200, 87007 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2022/04/image-1-300x115.png): serving 200, 13833 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/02/isoc-300x104.png): serving 200, 20649 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-includes/js/wp-emoji-release.min.js?ver=6.8.1): serving 200, 5166 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/02/IPinfo-300x98.jpg): serving 200, 604009 bytes
2025/06/30 09:40:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2019/09/cropped-cropped-cropped-tma-conference-logo_1-32x32.png): serving 200, 2103 bytes
2025/06/30 09:40:49 ServeHTTP(http://clients2.google.com/time/1/current?cup2key=9:mrNM9xfl99BuswDiKSiB8zV5uW6eTAm7ZTMWC9x1-Qw&cup2hreq=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855): serving 200, 104 bytes
2025/06/30 09:40:52 ServeHTTP(https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard): serving 200, 43 bytes
2025/06/30 09:40:53 ScriptInjector(https://tma.ifip.org/2025/keynotes/): succesfully injected
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/keynotes/): serving 200, 11895 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-includes/css/dist/block-library/style.min.css?ver=6.8.1): serving 200, 15323 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/v4-shims.min.css?ver=4.7.0): serving 200, 4113 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/brands.min.css?ver=6.2.4): serving 200, 4833 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/regular.min.css?ver=6.2.4): serving 200, 326 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/solid.min.css?ver=6.2.4): serving 200, 325 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/genericons/genericons.css?ver=3.3.1): serving 200, 16468 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/all.min.css?ver=6.2.4): serving 200, 29808 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/style.css?ver=6.8.1): serving 200, 13486 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/js/spacious-custom.js?ver=6.8.1): serving 200, 1020 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1): serving 200, 4872 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/css/font-awesome.min.css?ver=4.7.1): serving 200, 23431 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/05/cristel-pelsser.png): serving 200, 141493 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-includes/js/jquery/jquery.min.js?ver=3.7.1): serving 200, 30368 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/02/cropped-tma-banner-with-support-logos.png): serving 200, 860487 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/05/image-3-150x150.png): serving 200, 28489 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/js/navigation.js?ver=6.8.1): serving 200, 2648 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/js/skip-link-focus-fix.js?ver=6.8.1): serving 200, 425 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/assets/fonts/Lato-Bold.woff): serving 200, 36784 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2024/wp-content/uploads/sites/13/2019/09/logoIFIP-150x150.gif): serving 200, 87007 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2022/04/image-1-300x115.png): serving 200, 13833 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/02/IFIP_TC6.png): serving 200, 24460 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2019/09/ieee-comsoc-300x116.png): serving 200, 18011 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/02/isoc-300x104.png): serving 200, 20649 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/assets/fonts/Lato-Regular.woff): serving 200, 37580 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-includes/js/wp-emoji-release.min.js?ver=6.8.1): serving 200, 5166 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2019/09/ieee_mb_blue-300x87.gif): serving 200, 2263 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/02/IPinfo-300x98.jpg): serving 200, 604009 bytes
2025/06/30 09:40:53 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2019/09/cropped-cropped-cropped-tma-conference-logo_1-32x32.png): serving 200, 2103 bytes
2025/06/30 09:41:09 ServeHTTP(http://clients2.google.com/time/1/current?cup2key=9:fpXqV_nQj86awNdXq5pBrnUNn-L0qeEALnuUMzOQAq4&cup2hreq=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855): serving 200, 107 bytes
2025/06/30 09:41:12 ServeHTTP(https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard): serving 200, 43 bytes
2025/06/30 09:41:12 ScriptInjector(https://tma.ifip.org/2025/awards/): succesfully injected
2025/06/30 09:41:12 ServeHTTP(https://tma.ifip.org/2025/awards/): serving 200, 11294 bytes
2025/06/30 09:41:12 ServeHTTP(https://tma.ifip.org/2025/wp-includes/css/dist/block-library/style.min.css?ver=6.8.1): serving 200, 15323 bytes
2025/06/30 09:41:12 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/solid.min.css?ver=6.2.4): serving 200, 325 bytes
2025/06/30 09:41:12 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/regular.min.css?ver=6.2.4): serving 200, 326 bytes
2025/06/30 09:41:12 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/brands.min.css?ver=6.2.4): serving 200, 4833 bytes
2025/06/30 09:41:12 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/genericons/genericons.css?ver=3.3.1): serving 200, 16468 bytes
2025/06/30 09:41:12 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/style.css?ver=6.8.1): serving 200, 13486 bytes
2025/06/30 09:41:12 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/v4-shims.min.css?ver=4.7.0): serving 200, 4113 bytes
2025/06/30 09:41:12 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/all.min.css?ver=6.2.4): serving 200, 29808 bytes
2025/06/30 09:41:12 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/css/font-awesome.min.css?ver=4.7.1): serving 200, 23431 bytes
2025/06/30 09:41:12 ServeHTTP(https://tma.ifip.org/2025/wp-includes/js/jquery/jquery.min.js?ver=3.7.1): serving 200, 30368 bytes
2025/06/30 09:41:12 ServeHTTP(https://tma.ifip.org/2025/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1): serving 200, 4872 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/js/spacious-custom.js?ver=6.8.1): serving 200, 1020 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/06/tma2025_awards_BPA.png): serving 200, 220551 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/02/cropped-tma-banner-with-support-logos.png): serving 200, 860487 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/js/navigation.js?ver=6.8.1): serving 200, 2648 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/js/skip-link-focus-fix.js?ver=6.8.1): serving 200, 425 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2023/wp-content/uploads/sites/12/2023/07/award.png): serving 200, 72195 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/06/tma2025_awards_CCA.png): serving 200, 224019 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/assets/fonts/Lato-Regular.woff): serving 200, 37580 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/02/IFIP_TC6.png): serving 200, 24460 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2019/09/ieee_mb_blue-300x87.gif): serving 200, 2263 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2024/wp-content/uploads/sites/13/2019/09/logoIFIP-150x150.gif): serving 200, 87007 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2022/04/image-1-300x115.png): serving 200, 13833 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/assets/fonts/Lato-Bold.woff): serving 200, 36784 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/02/isoc-300x104.png): serving 200, 20649 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2019/09/ieee-comsoc-300x116.png): serving 200, 18011 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/assets/fonts/Lato-BoldItalic.woff): serving 200, 39412 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2025/wp-includes/js/wp-emoji-release.min.js?ver=6.8.1): serving 200, 5166 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/02/IPinfo-300x98.jpg): serving 200, 604009 bytes
2025/06/30 09:41:13 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2019/09/cropped-cropped-cropped-tma-conference-logo_1-32x32.png): serving 200, 2103 bytes
2025/06/30 09:41:29 ServeHTTP(http://clients2.google.com/time/1/current?cup2key=9:mv_3ed-tqczKbsd4Eq4lLvI4-P3DIo3uTKCLewk65Uk&cup2hreq=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855): serving 200, 104 bytes
2025/06/30 09:41:32 ServeHTTP(https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard): serving 200, 43 bytes
2025/06/30 09:41:32 ScriptInjector(https://tma.ifip.org/2025/accepted-papers/): succesfully injected
2025/06/30 09:41:32 ServeHTTP(https://tma.ifip.org/2025/accepted-papers/): serving 200, 12451 bytes
2025/06/30 09:41:32 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/v4-shims.min.css?ver=4.7.0): serving 200, 4113 bytes
2025/06/30 09:41:32 ServeHTTP(https://tma.ifip.org/2025/wp-includes/css/dist/block-library/style.min.css?ver=6.8.1): serving 200, 15323 bytes
2025/06/30 09:41:32 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/regular.min.css?ver=6.2.4): serving 200, 326 bytes
2025/06/30 09:41:32 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/js/spacious-custom.js?ver=6.8.1): serving 200, 1020 bytes
2025/06/30 09:41:32 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/solid.min.css?ver=6.2.4): serving 200, 325 bytes
2025/06/30 09:41:32 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/js/navigation.js?ver=6.8.1): serving 200, 2648 bytes
2025/06/30 09:41:32 ServeHTTP(https://tma.ifip.org/2025/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1): serving 200, 4872 bytes
2025/06/30 09:41:32 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/brands.min.css?ver=6.2.4): serving 200, 4833 bytes
2025/06/30 09:41:32 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/style.css?ver=6.8.1): serving 200, 13486 bytes
2025/06/30 09:41:32 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/css/font-awesome.min.css?ver=4.7.1): serving 200, 23431 bytes
2025/06/30 09:41:32 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/genericons/genericons.css?ver=3.3.1): serving 200, 16468 bytes
2025/06/30 09:41:32 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/all.min.css?ver=6.2.4): serving 200, 29808 bytes
2025/06/30 09:41:32 ServeHTTP(https://tma.ifip.org/2025/wp-includes/js/jquery/jquery.min.js?ver=3.7.1): serving 200, 30368 bytes
2025/06/30 09:41:32 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/02/cropped-tma-banner-with-support-logos.png): serving 200, 860487 bytes
2025/06/30 09:41:32 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/js/skip-link-focus-fix.js?ver=6.8.1): serving 200, 425 bytes
2025/06/30 09:41:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/assets/fonts/Lato-Regular.woff): serving 200, 37580 bytes
2025/06/30 09:41:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2019/09/ieee_mb_blue-300x87.gif): serving 200, 2263 bytes
2025/06/30 09:41:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/assets/fonts/Lato-Bold.woff): serving 200, 36784 bytes
2025/06/30 09:41:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2022/04/image-1-300x115.png): serving 200, 13833 bytes
2025/06/30 09:41:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/02/IFIP_TC6.png): serving 200, 24460 bytes
2025/06/30 09:41:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2019/09/ieee-comsoc-300x116.png): serving 200, 18011 bytes
2025/06/30 09:41:33 ServeHTTP(https://tma.ifip.org/2024/wp-content/uploads/sites/13/2019/09/logoIFIP-150x150.gif): serving 200, 87007 bytes
2025/06/30 09:41:33 ServeHTTP(https://tma.ifip.org/2025/wp-includes/js/wp-emoji-release.min.js?ver=6.8.1): serving 200, 5166 bytes
2025/06/30 09:41:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/02/isoc-300x104.png): serving 200, 20649 bytes
2025/06/30 09:41:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/assets/fonts/Lato-BoldItalic.woff): serving 200, 39412 bytes
2025/06/30 09:41:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2025/02/IPinfo-300x98.jpg): serving 200, 604009 bytes
2025/06/30 09:41:33 ServeHTTP(https://tma.ifip.org/2025/wp-content/uploads/sites/14/2019/09/cropped-cropped-cropped-tma-conference-logo_1-32x32.png): serving 200, 2103 bytes
2025/06/30 09:41:49 ServeHTTP(http://clients2.google.com/time/1/current?cup2key=9:H6S8L41vp7X7rMR74tKX2VOM2cjV2x6_K5efqzekofw&cup2hreq=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855): serving 200, 106 bytes
2025/06/30 09:41:51 ServeHTTP(https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard): serving 200, 43 bytes
2025/06/30 09:41:52 ScriptInjector(https://tma.ifip.org/2025/accepted-posters/): succesfully injected
2025/06/30 09:41:52 ServeHTTP(https://tma.ifip.org/2025/accepted-posters/): serving 200, 11848 bytes
2025/06/30 09:41:52 ServeHTTP(https://tma.ifip.org/2025/wp-includes/css/dist/block-library/style.min.css?ver=6.8.1): serving 200, 15323 bytes
2025/06/30 09:41:52 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/library/font-awesome/css/v4-shims.min.css?ver=4.7.0): serving 200, 4113 bytes
2025/06/30 09:41:52 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/js/navigation.js?ver=6.8.1): serving 200, 2648 bytes
2025/06/30 09:41:52 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/js/spacious-custom.js?ver=6.8.1): serving 200, 1020 bytes
2025/06/30 09:41:52 ServeHTTP(https://tma.ifip.org/2025/wp-includes/js/jquery/jquery.min.js?ver=3.7.1): serving 200, 30368 bytes
2025/06/30 09:41:52 ServeHTTP(https://tma.ifip.org/2025/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1): serving 200, 4872 bytes
2025/06/30 09:41:52 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/genericons/genericons.css?ver=3.3.1): serving 200, 16468 bytes
2025/06/30 09:41:52 ServeHTTP(https://tma.ifip.org/2025/wp-content/themes/spacious/font-awesome/css/font-awesome.min.css?ver=4.7.1): serving 200, 23431 bytes
